State,County,Soil_Texture,Soil_pH,Organic_Matter(%),Soil_Depth(cm),Drainage_Class
IOWA,RINGGOLD,Clay,6.92,3.13,100,Well Drained
IOWA,WAYNE,Silt,7.4,4.29,100,Moderately Drained
IOWA,LOUISA,Silt,5.56,1.41,75,Moderately Drained
IOWA,ADAIR,Sandy Loam,6.97,4.17,50,Poorly Drained
IOWA,CASS,Loam,6.16,4.25,50,Poorly Drained
IOWA,GUTHRIE,Clay,7.31,2.93,50,Moderately Drained
KANSAS,ELLIS,Loam,6.03,1.23,75,Well Drained
KANSAS,ANDERSON,Loam,6.95,1.7,50,Well Drained
KANSAS,LINN,Loam,7.26,3.83,75,Poorly Drained
KANSAS,CLAY,Loam,5.58,3.85,75,Moderately Drained
KANSAS,OSBORNE,Silt,6.3,4.59,75,Moderately Drained
KANSAS,PHILLIPS,Silt,7.02,3.33,50,Well Drained
KANSAS,REPUBLIC,Loam,6.41,1.5,125,Well Drained
KANSAS,WASHINGTON,Clay,6.03,1.49,50,Well Drained
KANSAS,DONIPHAN,Sandy Loam,5.94,3.88,50,Poorly Drained
KANSAS,NORTON,Clay,5.76,1.74,100,Moderately Drained
KANSAS,BARBER,Clay,7.21,2.31,75,Poorly Drained
KANSAS,HARVEY,Clay,6.65,2.95,125,Moderately Drained
KANSAS,PAWNEE,Loam,5.65,1.1,100,Poorly Drained
KANSAS,WOODSON,Silt,6.27,2.0,125,Moderately Drained
KANSAS,FINNEY,Clay,6.24,2.63,125,Well Drained
KANSAS,FORD,Loam,5.86,2.12,75,Well Drained
KANSAS,HAMILTON,Clay,6.37,1.55,50,Well Drained
KANSAS,MORTON,Clay,6.16,3.91,75,Poorly Drained
KANSAS,NESS,Loam,6.18,4.25,75,Well Drained
KANSAS,SCOTT,Silt,6.98,2.03,100,Moderately Drained
KENTUCKY,BOYLE,Silt,5.95,4.1,75,Poorly Drained
KENTUCKY,NICHOLAS,Sandy Loam,6.78,2.54,50,Moderately Drained
KENTUCKY,SPENCER,Loam,6.64,3.03,125,Poorly Drained
KENTUCKY,ALLEN,Sandy Loam,6.64,4.42,75,Moderately Drained
KENTUCKY,GREENUP,Sandy Loam,6.83,4.0,125,Moderately Drained
KENTUCKY,JOHNSON,Sandy Loam,6.6,4.22,75,Poorly Drained
KENTUCKY,MENIFEE,Silt,7.26,1.55,125,Poorly Drained
KENTUCKY,OWSLEY,Loam,6.85,1.28,75,Well Drained
KENTUCKY,PULASKI,Sandy Loam,6.59,4.57,100,Well Drained
KENTUCKY,ROCKCASTLE,Loam,7.16,2.55,125,Moderately Drained
KENTUCKY,WHITLEY,Loam,6.71,2.15,75,Moderately Drained
KENTUCKY,LOGAN,Silt,6.08,3.9,75,Moderately Drained
KENTUCKY,BRACKEN,Sandy Loam,5.91,4.35,100,Poorly Drained
KENTUCKY,CAMPBELL,Sandy Loam,5.8,4.45,100,Poorly Drained
KENTUCKY,CARROLL,Loam,7.3,2.26,100,Well Drained
KENTUCKY,PENDLETON,Clay,6.92,4.41,125,Moderately Drained
LOUISIANA,GRANT,Silt,7.37,1.16,125,Well Drained
LOUISIANA,POINTE COUPEE,Silt,6.71,1.2,100,Poorly Drained
LOUISIANA,BEAUREGARD,Silt,6.45,3.49,50,Poorly Drained
MARYLAND,HARFORD,Silt,5.62,1.25,50,Poorly Drained
MARYLAND,ST MARYS,Sandy Loam,6.84,2.3,75,Well Drained
MICHIGAN,CLARE,Sandy Loam,6.66,3.69,50,Poorly Drained
MICHIGAN,OSCEOLA,Clay,7.48,2.35,75,Moderately Drained
MICHIGAN,IOSCO,Silt,5.98,1.72,125,Well Drained
MICHIGAN,WEXFORD,Silt,6.56,2.13,125,Poorly Drained
MICHIGAN,CLINTON,Loam,6.8,2.83,50,Well Drained
MICHIGAN,BERRIEN,Sandy Loam,6.79,2.9,125,Well Drained
MICHIGAN,DELTA,Silt,6.62,4.13,100,Poorly Drained
MINNESOTA,ANOKA,Clay,7.05,4.0,100,Poorly Drained
MINNESOTA,HENNEPIN,Clay,5.91,2.83,50,Well Drained
MINNESOTA,KANABEC,Sandy Loam,6.95,4.38,50,Well Drained
MINNESOTA,BELTRAMI,Clay,6.74,1.46,75,Poorly Drained
MINNESOTA,HUBBARD,Clay,7.29,2.02,125,Moderately Drained
MINNESOTA,ITASCA,Sandy Loam,7.19,4.31,75,Well Drained
MINNESOTA,KOOCHICHING,Silt,6.13,2.51,75,Well Drained
MINNESOTA,FARIBAULT,Silt,6.05,4.92,100,Moderately Drained
MINNESOTA,MARTIN,Clay,7.46,2.87,100,Poorly Drained
MINNESOTA,WABASHA,Clay,6.55,4.17,100,Poorly Drained
MINNESOTA,LYON,Silt,7.31,2.61,100,Moderately Drained
MINNESOTA,MURRAY,Sandy Loam,5.83,2.7,75,Poorly Drained
MINNESOTA,ROCK,Clay,6.79,2.53,100,Poorly Drained
MINNESOTA,DOUGLAS,Loam,7.12,3.88,125,Well Drained
MISSISSIPPI,BENTON,Sandy Loam,7.39,3.19,100,Well Drained
MISSISSIPPI,DE SOTO,Clay,6.17,4.78,100,Well Drained
MISSISSIPPI,ITAWAMBA,Clay,6.95,2.0,100,Moderately Drained
MISSISSIPPI,PONTOTOC,Loam,6.58,1.4,50,Poorly Drained
MISSISSIPPI,UNION,Loam,5.62,2.57,125,Poorly Drained
MISSISSIPPI,GEORGE,Silt,6.88,3.47,125,Well Drained
MISSISSIPPI,GREENE,Sandy Loam,6.88,4.44,75,Well Drained
MISSISSIPPI,JACKSON,Sandy Loam,7.36,2.38,75,Moderately Drained
MISSISSIPPI,QUITMAN,Silt,6.49,3.62,100,Poorly Drained
MISSOURI,BENTON,Sandy Loam,5.96,2.4,50,Moderately Drained
MISSOURI,MORGAN,Sandy Loam,5.59,3.47,75,Poorly Drained
MISSOURI,ADAIR,Sandy Loam,6.33,4.54,75,Moderately Drained
MISSOURI,SCHUYLER,Sandy Loam,6.1,1.93,100,Well Drained
MISSOURI,PIKE,Sandy Loam,7.02,2.62,100,Moderately Drained
MISSOURI,ATCHISON,Loam,6.21,4.97,75,Moderately Drained
MISSOURI,DENT,Sandy Loam,7.4,4.47,75,Well Drained
MISSOURI,WEBSTER,Loam,7.42,3.26,125,Poorly Drained
MISSOURI,BUTLER,Sandy Loam,6.74,3.07,50,Poorly Drained
MISSOURI,CASS,Silt,7.36,2.14,125,Well Drained
NEBRASKA,NANCE,Clay,7.02,3.07,75,Moderately Drained
NEBRASKA,SEWARD,Loam,6.59,4.39,125,Moderately Drained
NEBRASKA,YORK,Sandy Loam,5.86,3.74,125,Moderately Drained
NEBRASKA,BOONE,Silt,6.42,2.16,75,Poorly Drained
NEBRASKA,PIERCE,Clay,6.62,1.81,100,Moderately Drained
NEBRASKA,THURSTON,Loam,7.23,2.06,75,Poorly Drained
NEBRASKA,KIMBALL,Clay,6.46,1.68,100,Moderately Drained
NEBRASKA,NUCKOLLS,Silt,7.3,1.38,75,Well Drained
NEBRASKA,OTOE,Loam,6.85,2.68,75,Well Drained
NEBRASKA,FRONTIER,Clay,5.77,1.45,75,Poorly Drained
NEBRASKA,RED WILLOW,Sandy Loam,7.49,1.69,50,Poorly Drained
NEW YORK,SARATOGA,Loam,6.55,3.19,100,Well Drained
NEW YORK,DELAWARE,Clay,6.28,1.66,50,Well Drained
NEW YORK,DUTCHESS,Silt,6.82,1.26,75,Moderately Drained
NEW YORK,ORANGE,Silt,5.72,2.27,125,Well Drained
NEW YORK,CHEMUNG,Loam,6.77,1.88,50,Poorly Drained
NEW YORK,SCHUYLER,Clay,6.5,3.06,100,Well Drained
NEW YORK,TIOGA,Loam,6.31,1.41,75,Poorly Drained
NORTH CAROLINA,HYDE,Loam,7.41,4.01,50,Poorly Drained
NORTH CAROLINA,VANCE,Clay,6.55,4.62,125,Moderately Drained
NORTH CAROLINA,CUMBERLAND,Clay,5.94,3.97,50,Moderately Drained
NORTH CAROLINA,HOKE,Sandy Loam,6.42,3.13,100,Moderately Drained
NORTH CAROLINA,CABARRUS,Clay,7.34,4.44,50,Moderately Drained
NORTH CAROLINA,LINCOLN,Silt,5.85,3.78,125,Well Drained
NORTH CAROLINA,JACKSON,Loam,5.93,1.04,125,Moderately Drained
NORTH CAROLINA,MADISON,Loam,5.53,2.58,100,Well Drained
NORTH DAKOTA,DIVIDE,Silt,5.53,4.4,125,Moderately Drained
NORTH DAKOTA,MCKENZIE,Clay,7.16,2.38,75,Moderately Drained
NORTH DAKOTA,MERCER,Silt,6.96,1.14,125,Poorly Drained
OHIO,FRANKLIN,Silt,6.21,3.98,75,Well Drained
OHIO,MARION,Sandy Loam,6.9,4.21,50,Poorly Drained
OHIO,MORROW,Silt,6.29,1.64,75,Moderately Drained
OHIO,SANDUSKY,Loam,7.41,3.15,75,Well Drained
OHIO,LAKE,Silt,7.43,1.77,50,Moderately Drained
OHIO,HANCOCK,Loam,6.29,3.88,125,Poorly Drained
OHIO,WILLIAMS,Loam,7.21,2.09,75,Well Drained
OHIO,ADAMS,Loam,7.05,2.26,125,Poorly Drained
OHIO,LAWRENCE,Clay,6.12,4.38,50,Moderately Drained
OHIO,HOCKING,Sandy Loam,5.96,2.91,100,Moderately Drained
OHIO,CLERMONT,Loam,6.42,3.68,125,Moderately Drained
OHIO,HAMILTON,Loam,7.06,2.61,125,Well Drained
OKLAHOMA,CREEK,Clay,7.42,2.19,100,Poorly Drained
OKLAHOMA,GRANT,Loam,7.03,3.5,100,Poorly Drained
OKLAHOMA,ELLIS,Silt,7.21,1.62,50,Moderately Drained
OKLAHOMA,CADDO,Silt,6.71,2.49,125,Poorly Drained
PENNSYLVANIA,CARBON,Sandy Loam,7.17,1.84,125,Well Drained
PENNSYLVANIA,MONROE,Loam,7.07,3.78,50,Moderately Drained
PENNSYLVANIA,BRADFORD,Clay,6.25,4.78,125,Moderately Drained
PENNSYLVANIA,MCKEAN,Silt,6.6,4.98,75,Moderately Drained
PENNSYLVANIA,LACKAWANNA,Clay,7.11,2.8,75,Well Drained
SOUTH CAROLINA,LEXINGTON,Clay,5.59,2.01,75,Moderately Drained
SOUTH CAROLINA,ANDERSON,Silt,7.12,2.77,125,Moderately Drained
SOUTH CAROLINA,ALLENDALE,Clay,5.86,4.39,75,Moderately Drained
SOUTH CAROLINA,BARNWELL,Silt,6.53,1.82,75,Moderately Drained
SOUTH CAROLINA,CHARLESTON,Clay,7.12,4.81,50,Poorly Drained
SOUTH CAROLINA,COLLETON,Silt,6.01,2.37,50,Moderately Drained
SOUTH DAKOTA,BEADLE,Loam,5.99,4.94,100,Well Drained
SOUTH DAKOTA,BUFFALO,Sandy Loam,6.31,4.35,100,Moderately Drained
SOUTH DAKOTA,HYDE,Silt,7.29,4.23,100,Moderately Drained
SOUTH DAKOTA,KINGSBURY,Silt,5.5,2.27,100,Poorly Drained
SOUTH DAKOTA,LAKE,Sandy Loam,7.3,1.04,50,Moderately Drained
SOUTH DAKOTA,MINNEHAHA,Silt,5.81,2.53,50,Poorly Drained
SOUTH DAKOTA,SANBORN,Silt,7.48,2.21,50,Well Drained
SOUTH DAKOTA,FAULK,Clay,7.41,1.15,75,Poorly Drained
SOUTH DAKOTA,POTTER,Sandy Loam,6.49,3.02,75,Moderately Drained
SOUTH DAKOTA,WALWORTH,Loam,6.53,2.61,100,Well Drained
SOUTH DAKOTA,CODINGTON,Silt,6.46,3.54,75,Moderately Drained
SOUTH DAKOTA,DAY,Sandy Loam,6.77,3.48,125,Poorly Drained
SOUTH DAKOTA,DEUEL,Clay,5.68,1.48,50,Well Drained
SOUTH DAKOTA,ZIEBACH,Loam,5.57,4.91,100,Well Drained
SOUTH DAKOTA,MELLETTE,Sandy Loam,5.62,1.75,100,Poorly Drained
SOUTH DAKOTA,TRIPP,Loam,6.39,2.78,125,Poorly Drained
TENNESSEE,DE KALB,Loam,6.05,2.95,75,Well Drained
TENNESSEE,JACKSON,Loam,6.74,4.25,100,Well Drained
TENNESSEE,OVERTON,Silt,7.48,1.4,75,Poorly Drained
TENNESSEE,VAN BUREN,Silt,6.27,2.71,75,Moderately Drained
TENNESSEE,GRAINGER,Clay,6.65,3.51,125,Well Drained
TENNESSEE,RHEA,Clay,6.33,1.86,100,Poorly Drained
TENNESSEE,SEVIER,Sandy Loam,7.19,3.51,75,Moderately Drained
TENNESSEE,DECATUR,Clay,7.3,4.69,75,Well Drained
TENNESSEE,FAYETTE,Loam,7.25,4.99,125,Well Drained
TENNESSEE,HAYWOOD,Loam,7.45,1.13,125,Poorly Drained
TENNESSEE,MCNAIRY,Silt,5.56,1.94,75,Moderately Drained
TENNESSEE,CHEATHAM,Loam,7.18,2.24,125,Well Drained
TENNESSEE,LEWIS,Sandy Loam,7.0,2.6,75,Moderately Drained
TENNESSEE,PERRY,Loam,5.96,1.97,100,Moderately Drained
TEXAS,COLLIN,Loam,7.41,1.81,50,Well Drained
TEXAS,CORYELL,Sandy Loam,5.8,4.82,125,Moderately Drained
TEXAS,LAMAR,Clay,6.86,4.67,50,Well Drained
TEXAS,LIMESTONE,Clay,5.95,1.19,75,Moderately Drained
TEXAS,ROBERTSON,Sandy Loam,6.36,2.36,75,Well Drained
TEXAS,WALLER,Silt,6.94,2.62,75,Poorly Drained
TEXAS,CAMERON,Loam,6.63,1.96,50,Well Drained
TEXAS,GRAY,Sandy Loam,6.36,3.52,75,Well Drained
TEXAS,HUTCHINSON,Loam,6.15,3.56,125,Well Drained
TEXAS,MOORE,Silt,7.18,4.4,100,Moderately Drained
TEXAS,BURLESON,Loam,5.79,3.96,100,Poorly Drained
TEXAS,CALDWELL,Sandy Loam,6.36,3.17,125,Moderately Drained
TEXAS,COLORADO,Loam,7.31,3.61,100,Moderately Drained
TEXAS,HAYS,Clay,7.19,2.1,50,Well Drained
TEXAS,LEE,Silt,6.3,3.37,75,Moderately Drained
TEXAS,WILSON,Silt,7.03,2.96,75,Well Drained
TEXAS,JIM WELLS,Silt,7.15,1.53,75,Poorly Drained
VIRGINIA,AMELIA,Sandy Loam,7.28,1.97,50,Moderately Drained
VIRGINIA,BEDFORD,Silt,6.59,2.17,50,Moderately Drained
VIRGINIA,CHESTERFIELD,Clay,5.91,4.7,50,Moderately Drained
VIRGINIA,CUMBERLAND,Sandy Loam,6.01,1.92,125,Well Drained
VIRGINIA,POWHATAN,Clay,6.09,2.16,50,Well Drained
VIRGINIA,ACCOMACK,Loam,6.69,2.48,100,Moderately Drained
VIRGINIA,KING WILLIAM,Loam,5.57,3.65,125,Moderately Drained
VIRGINIA,STAFFORD,Loam,6.77,1.47,125,Poorly Drained
VIRGINIA,BRUNSWICK,Loam,6.23,4.82,125,Poorly Drained
VIRGINIA,GREENSVILLE,Clay,6.09,4.46,50,Poorly Drained
VIRGINIA,SURRY,Sandy Loam,7.26,3.31,125,Poorly Drained
VIRGINIA,SUSSEX,Sandy Loam,6.42,3.7,50,Poorly Drained
VIRGINIA,PITTSYLVANIA,Silt,5.69,1.07,50,Well Drained
VIRGINIA,LEE,Clay,7.15,2.36,125,Poorly Drained
VIRGINIA,WASHINGTON,Loam,5.6,4.18,75,Poorly Drained
WISCONSIN,ADAMS,Clay,6.95,1.31,75,Moderately Drained
WISCONSIN,GREEN LAKE,Silt,7.05,2.13,125,Well Drained
ALABAMA,WILCOX,Silt,6.21,3.34,75,Poorly Drained
ALABAMA,WALKER,Clay,7.15,2.03,100,Poorly Drained
ARKANSAS,JOHNSON,Clay,6.53,4.74,100,Poorly Drained
ARKANSAS,LOGAN,Clay,6.43,1.52,50,Moderately Drained
CALIFORNIA,KERN,Sandy Loam,5.59,4.19,75,Moderately Drained
COLORADO,LINCOLN,Loam,6.08,3.03,100,Moderately Drained
GEORGIA,TWIGGS,Clay,7.36,4.0,125,Poorly Drained
GEORGIA,CANDLER,Clay,6.28,2.24,75,Moderately Drained
GEORGIA,UNION,Clay,6.59,3.06,100,Poorly Drained
GEORGIA,WHITFIELD,Silt,6.56,4.43,100,Well Drained
GEORGIA,ATKINSON,Silt,6.68,2.87,125,Poorly Drained
GEORGIA,TOOMBS,Sandy Loam,5.62,2.44,50,Moderately Drained
GEORGIA,DECATUR,Loam,6.22,3.14,125,Well Drained
GEORGIA,LEE,Sandy Loam,6.95,3.87,50,Poorly Drained
ILLINOIS,COOK,Loam,5.9,2.77,100,Well Drained
ILLINOIS,HARDIN,Silt,5.91,4.76,50,Well Drained
INDIANA,FULTON,Silt,5.52,2.18,100,Well Drained
INDIANA,FLOYD,Silt,6.37,2.9,100,Poorly Drained
INDIANA,ORANGE,Sandy Loam,7.27,4.03,75,Moderately Drained
INDIANA,SPENCER,Clay,5.6,3.76,50,Poorly Drained
INDIANA,WARREN,Clay,5.88,4.45,50,Moderately Drained
KANSAS,POTTAWATOMIE,Silt,6.12,4.99,50,Poorly Drained
KANSAS,STAFFORD,Clay,6.96,2.71,125,Poorly Drained
KANSAS,TREGO,Clay,6.78,1.44,75,Poorly Drained
KENTUCKY,ANDERSON,Sandy Loam,6.33,1.12,75,Moderately Drained
KENTUCKY,FRANKLIN,Loam,7.02,3.91,75,Poorly Drained
KENTUCKY,JESSAMINE,Silt,6.72,4.5,125,Well Drained
KENTUCKY,BOONE,Silt,7.29,1.88,50,Poorly Drained
KENTUCKY,GRANT,Sandy Loam,7.14,1.63,50,Well Drained
KENTUCKY,HENRY,Sandy Loam,6.01,1.25,50,Moderately Drained
KENTUCKY,MARSHALL,Clay,6.04,4.29,75,Moderately Drained
LOUISIANA,BOSSIER,Silt,5.75,2.25,75,Poorly Drained
MICHIGAN,KALKASKA,Loam,6.17,2.61,100,Poorly Drained
MICHIGAN,LAKE,Sandy Loam,7.5,3.01,125,Poorly Drained
MINNESOTA,CLEARWATER,Loam,6.31,4.36,125,Well Drained
MINNESOTA,ROSEAU,Loam,5.94,3.6,75,Moderately Drained
MISSISSIPPI,GRENADA,Silt,7.02,3.46,100,Well Drained
MISSISSIPPI,PANOLA,Silt,6.58,1.7,50,Well Drained
MISSISSIPPI,TATE,Sandy Loam,5.8,3.05,75,Poorly Drained
MISSISSIPPI,YALOBUSHA,Silt,6.26,3.86,125,Poorly Drained
MISSISSIPPI,PEARL RIVER,Silt,6.33,4.89,125,Well Drained
MISSOURI,ST LOUIS,Silt,7.01,1.81,125,Well Drained
MISSOURI,HARRISON,Loam,5.54,1.04,50,Poorly Drained
MISSOURI,BARRY,Sandy Loam,6.04,1.3,125,Poorly Drained
MISSOURI,GREENE,Clay,6.54,2.5,50,Well Drained
MISSOURI,NEWTON,Loam,6.04,4.28,50,Poorly Drained
MISSOURI,CEDAR,Silt,6.76,1.03,50,Poorly Drained
NEBRASKA,CHERRY,Loam,6.46,2.83,75,Well Drained
NEBRASKA,SHERIDAN,Silt,6.22,2.32,50,Well Drained
NEBRASKA,KEITH,Silt,7.4,1.21,100,Moderately Drained
NEBRASKA,PERKINS,Loam,6.76,2.8,125,Well Drained
NEW YORK,ALBANY,Sandy Loam,5.76,2.02,75,Poorly Drained
NEW YORK,FULTON,Silt,6.62,2.41,125,Well Drained
NEW YORK,SCHOHARIE,Sandy Loam,7.06,3.82,50,Well Drained
NORTH CAROLINA,ASHE,Clay,6.92,3.09,75,Well Drained
NORTH CAROLINA,CHEROKEE,Silt,5.84,1.5,100,Moderately Drained
NORTH CAROLINA,HAYWOOD,Sandy Loam,7.44,4.85,50,Moderately Drained
NORTH DAKOTA,TOWNER,Sandy Loam,6.4,3.54,125,Poorly Drained
OHIO,ASHLAND,Clay,5.82,4.06,100,Moderately Drained
OHIO,VINTON,Sandy Loam,5.86,1.32,50,Well Drained
OKLAHOMA,OKFUSKEE,Sandy Loam,5.7,1.19,100,Moderately Drained
OKLAHOMA,HUGHES,Clay,7.11,1.08,50,Well Drained
OKLAHOMA,ROGERS,Silt,5.74,1.76,75,Moderately Drained
OKLAHOMA,BEAVER,Sandy Loam,5.75,2.66,50,Moderately Drained
OKLAHOMA,LEFLORE,Sandy Loam,7.2,4.74,75,Moderately Drained
OKLAHOMA,KIOWA,Sandy Loam,6.19,2.83,50,Well Drained
OKLAHOMA,WASHITA,Loam,5.56,2.16,50,Moderately Drained
PENNSYLVANIA,CAMERON,Clay,5.6,3.25,125,Well Drained
PENNSYLVANIA,FOREST,Loam,5.78,1.45,100,Well Drained
PENNSYLVANIA,ALLEGHENY,Clay,5.93,3.44,100,Poorly Drained
SOUTH DAKOTA,HARDING,Silt,6.83,3.27,100,Moderately Drained
SOUTH DAKOTA,GREGORY,Silt,5.81,4.17,50,Poorly Drained
SOUTH DAKOTA,TODD,Sandy Loam,5.74,4.95,50,Poorly Drained
SOUTH DAKOTA,BENNETT,Clay,7.03,2.0,50,Well Drained
SOUTH DAKOTA,OGLALA LAKOTA,Silt,6.84,3.04,75,Moderately Drained
SOUTH DAKOTA,PENNINGTON,Clay,6.37,4.64,75,Well Drained
TENNESSEE,WILLIAMSON,Silt,6.6,4.14,125,Well Drained
TENNESSEE,MARION,Loam,6.12,2.95,50,Moderately Drained
TENNESSEE,PICKETT,Silt,6.47,4.78,100,Well Drained
TENNESSEE,JEFFERSON,Loam,6.51,1.23,100,Moderately Drained
TENNESSEE,MONROE,Silt,6.27,4.72,125,Moderately Drained
TEXAS,HUNT,Sandy Loam,7.31,1.2,100,Well Drained
TEXAS,GILLESPIE,Loam,5.53,3.19,125,Well Drained
TEXAS,CARSON,Silt,7.06,4.56,50,Poorly Drained
TEXAS,HARTLEY,Sandy Loam,5.75,2.05,100,Well Drained
TEXAS,LIPSCOMB,Loam,7.1,2.89,50,Moderately Drained
TEXAS,SWISHER,Sandy Loam,6.73,2.3,75,Poorly Drained
TEXAS,AUSTIN,Clay,7.19,4.81,100,Moderately Drained
TEXAS,GOLIAD,Clay,5.7,4.29,75,Poorly Drained
TEXAS,FRIO,Loam,6.62,3.84,100,Well Drained
TEXAS,GLASSCOCK,Silt,6.5,3.35,50,Well Drained
TEXAS,COLEMAN,Loam,6.91,4.28,125,Well Drained
VIRGINIA,MATHEWS,Sandy Loam,6.57,2.57,50,Moderately Drained
WASHINGTON,WALLA WALLA,Silt,6.58,2.79,50,Poorly Drained
ALABAMA,AUTAUGA,Clay,6.36,3.92,50,Moderately Drained
ALABAMA,LOWNDES,Silt,6.12,2.43,100,Poorly Drained
ALABAMA,BUTLER,Clay,6.46,1.26,125,Well Drained
ALABAMA,CONECUH,Silt,5.74,1.3,75,Moderately Drained
ALABAMA,LEE,Silt,7.42,1.46,50,Well Drained
ARKANSAS,CRAIGHEAD,Silt,6.93,4.48,100,Moderately Drained
ARKANSAS,RANDOLPH,Sandy Loam,7.4,2.89,75,Well Drained
COLORADO,BACA,Sandy Loam,5.95,3.85,50,Moderately Drained
COLORADO,MONTROSE,Loam,7.26,2.57,75,Moderately Drained
GEORGIA,HABERSHAM,Loam,7.12,2.03,50,Poorly Drained
GEORGIA,MURRAY,Clay,6.85,2.39,75,Well Drained
GEORGIA,APPLING,Sandy Loam,6.75,4.18,75,Poorly Drained
GEORGIA,WEBSTER,Clay,6.13,3.5,125,Poorly Drained
GEORGIA,COWETA,Loam,7.13,4.75,125,Well Drained
GEORGIA,SCHLEY,Clay,6.5,3.72,50,Moderately Drained
ILLINOIS,MCHENRY,Loam,5.64,3.28,100,Poorly Drained
IOWA,CLARKE,Sandy Loam,6.13,3.44,125,Well Drained
IOWA,ADAMS,Silt,7.37,4.77,75,Moderately Drained
KANSAS,JEWELL,Sandy Loam,7.2,4.15,125,Poorly Drained
KANSAS,HODGEMAN,Clay,7.46,1.1,125,Poorly Drained
KANSAS,STANTON,Clay,6.76,3.14,50,Poorly Drained
KENTUCKY,ELLIOTT,Sandy Loam,6.0,3.75,125,Moderately Drained
KENTUCKY,HOPKINS,Sandy Loam,5.83,3.99,125,Poorly Drained
KENTUCKY,GALLATIN,Loam,5.87,1.85,75,Moderately Drained
MICHIGAN,ALCONA,Clay,5.54,4.47,125,Poorly Drained
MINNESOTA,KITTSON,Clay,6.28,4.82,75,Well Drained
MISSISSIPPI,ATTALA,Sandy Loam,5.88,1.95,125,Poorly Drained
MISSISSIPPI,LEAKE,Silt,6.32,4.53,125,Well Drained
MISSISSIPPI,ALCORN,Clay,7.37,1.39,100,Well Drained
MISSISSIPPI,LAMAR,Silt,6.36,1.22,125,Well Drained
MISSISSIPPI,JONES,Sandy Loam,7.26,1.52,75,Moderately Drained
MISSISSIPPI,NEWTON,Sandy Loam,6.71,1.23,75,Well Drained
MISSOURI,CHARITON,Loam,5.99,4.38,50,Poorly Drained
MISSOURI,MERCER,Clay,6.21,1.24,50,Moderately Drained
MISSOURI,TEXAS,Silt,5.67,2.09,100,Well Drained
MISSOURI,CHRISTIAN,Loam,6.17,1.42,75,Moderately Drained
NEBRASKA,DAWES,Clay,6.86,2.18,75,Moderately Drained
NORTH CAROLINA,MCDOWELL,Loam,5.64,1.36,75,Moderately Drained
OHIO,SUMMIT,Sandy Loam,5.91,3.67,100,Poorly Drained
OKLAHOMA,MCCLAIN,Clay,6.26,1.53,75,Well Drained
OKLAHOMA,WASHINGTON,Loam,7.46,4.41,50,Moderately Drained
OKLAHOMA,CIMARRON,Loam,7.07,4.27,100,Moderately Drained
OKLAHOMA,BLAINE,Silt,6.97,1.05,50,Moderately Drained
OKLAHOMA,CUSTER,Loam,5.73,4.58,50,Well Drained
PENNSYLVANIA,WAYNE,Clay,7.06,1.12,100,Moderately Drained
SOUTH CAROLINA,RICHLAND,Clay,7.07,1.96,125,Moderately Drained
SOUTH CAROLINA,AIKEN,Silt,6.7,1.13,125,Poorly Drained
SOUTH CAROLINA,SALUDA,Clay,7.48,2.34,50,Well Drained
SOUTH DAKOTA,DEWEY,Sandy Loam,6.15,3.06,125,Poorly Drained
SOUTH DAKOTA,JONES,Clay,7.38,4.19,75,Well Drained
TENNESSEE,SMITH,Clay,7.33,2.35,100,Well Drained
TENNESSEE,TROUSDALE,Loam,5.52,3.82,50,Well Drained
TENNESSEE,PUTNAM,Loam,6.4,1.75,75,Poorly Drained
TENNESSEE,BRADLEY,Clay,7.45,4.0,125,Poorly Drained
TENNESSEE,COCKE,Silt,5.71,1.94,75,Poorly Drained
TENNESSEE,HAMBLEN,Loam,6.6,1.57,125,Poorly Drained
TENNESSEE,DICKSON,Silt,7.46,1.74,50,Moderately Drained
TEXAS,FANNIN,Clay,6.61,1.73,75,Moderately Drained
TEXAS,KLEBERG,Clay,5.88,3.05,100,Moderately Drained
TEXAS,REFUGIO,Sandy Loam,6.66,4.38,50,Well Drained
TEXAS,HANSFORD,Loam,5.91,1.32,75,Moderately Drained
TEXAS,ZAVALA,Clay,6.54,3.83,75,Well Drained
TEXAS,HOCKLEY,Sandy Loam,5.65,3.62,125,Poorly Drained
TEXAS,LAMB,Loam,6.71,4.49,50,Well Drained
TEXAS,LYNN,Clay,6.53,1.98,50,Well Drained
VIRGINIA,PRINCE EDWARD,Clay,6.98,2.8,50,Moderately Drained
VIRGINIA,SCOTT,Loam,6.76,4.7,50,Poorly Drained
VIRGINIA,WYTHE,Loam,6.6,3.64,125,Poorly Drained
VIRGINIA,ROCKBRIDGE,Loam,6.88,2.56,100,Moderately Drained
WASHINGTON,BENTON,Clay,5.79,1.53,50,Poorly Drained
ALABAMA,OTHER (COMBINED) COUNTIES,Clay,6.69,2.05,125,Poorly Drained
ARKANSAS,OTHER (COMBINED) COUNTIES,Sandy Loam,5.84,3.32,100,Poorly Drained
CALIFORNIA,OTHER (COMBINED) COUNTIES,Silt,7.35,3.87,100,Moderately Drained
COLORADO,OTHER (COMBINED) COUNTIES,Loam,5.64,1.5,125,Poorly Drained
GEORGIA,OTHER (COMBINED) COUNTIES,Clay,6.36,3.4,50,Well Drained
IDAHO,OTHER (COMBINED) COUNTIES,Clay,6.89,3.2,100,Well Drained
